,age,workclass,education-num,marital-status,occupation,race,sex,native-country,class
14639,0,Private,13,Never-married,Exec-managerial,White,Male,United-States,<=50K
14640,1,State-gov,12,Never-married,Prof-specialty,Black,Male,United-States,>50K
14641,0,Private,9,Married-civ-spouse,Other-service,White,Male,United-States,<=50K
14642,4,Private,4,Married-civ-spouse,Protective-serv,White,Male,United-States,<=50K
14643,1,Federal-gov,9,Divorced,Exec-managerial,Other,Female,United-States,<=50K
14644,2,Private,10,Married-civ-spouse,Exec-managerial,White,Female,United-States,>50K
14645,1,Private,13,Married-civ-spouse,Adm-clerical,White,Female,United-States,<=50K
14647,0,Private,11,Never-married,Machine-op-inspct,White,Female,United-States,<=50K
14648,4,State-gov,10,Married-civ-spouse,Machine-op-inspct,Black,Male,United-States,>50K
14649,0,Private,9,Never-married,Handlers-cleaners,White,Female,United-States,<=50K
14650,2,Self-emp-not-inc,14,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
14651,2,Local-gov,9,Divorced,Tech-support,Black,Female,United-States,<=50K
14652,2,Self-emp-not-inc,13,Married-civ-spouse,Sales,White,Female,United-States,>50K
14653,1,Private,12,Never-married,Sales,White,Female,United-States,<=50K
14654,1,Private,9,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
14655,1,Private,9,Married-civ-spouse,Adm-clerical,White,Female,United-States,>50K
14656,2,Private,14,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
14657,1,Private,10,Divorced,Tech-support,White,Female,United-States,<=50K
14658,2,Self-emp-not-inc,13,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
14659,1,Private,9,Never-married,Craft-repair,White,Male,United-States,<=50K
14660,2,Private,9,Divorced,Handlers-cleaners,White,Male,United-States,<=50K
14661,3,Local-gov,14,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
14662,3,Private,7,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K
14663,1,Self-emp-not-inc,10,Never-married,Craft-repair,White,Male,United-States,<=50K
14664,3,Private,10,Widowed,Craft-repair,White,Female,United-States,<=50K
14665,2,Private,13,Married-civ-spouse,Adm-clerical,White,Male,United-States,>50K
14666,0,Private,9,Never-married,Adm-clerical,White,Female,United-States,<=50K
14667,1,Private,13,Divorced,Craft-repair,White,Female,United-States,<=50K
14668,1,Private,13,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
14669,1,Private,10,Never-married,Adm-clerical,White,Female,United-States,<=50K
14670,0,Private,9,Never-married,Transport-moving,White,Male,United-States,<=50K
14671,2,Private,9,Married-civ-spouse,Other-service,Black,Male,United-States,>50K
14673,3,Local-gov,14,Never-married,Prof-specialty,White,Female,United-States,<=50K
14674,4,Self-emp-inc,10,Married-civ-spouse,Prof-specialty,White,Male,United-States,<=50K
14675,3,Private,10,Divorced,Adm-clerical,White,Female,United-States,<=50K
14676,4,Private,9,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
14677,1,Self-emp-not-inc,5,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
14678,2,Private,9,Never-married,Exec-managerial,White,Female,United-States,<=50K
14679,1,Private,9,Divorced,Sales,White,Female,United-States,<=50K
14680,1,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,White,Male,Outlying-US(Guam-USVI-etc),<=50K
14681,3,Self-emp-not-inc,9,Married-civ-spouse,Prof-specialty,White,Male,United-States,<=50K
14682,1,Federal-gov,10,Married-civ-spouse,Adm-clerical,Black,Male,United-States,<=50K
14683,3,Federal-gov,13,Divorced,Prof-specialty,Black,Female,United-States,<=50K
14684,0,Private,9,Married-civ-spouse,Transport-moving,White,Male,United-States,>50K
14685,2,Private,14,Widowed,Tech-support,Asian-Pac-Islander,Female,India,<=50K
14686,1,Private,9,Married-civ-spouse,Sales,White,Male,United-States,>50K
14687,4,Private,12,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
14689,4,Private,11,Separated,Other-service,White,Female,United-States,<=50K
14690,0,Private,9,Never-married,Adm-clerical,White,Female,United-States,<=50K
14691,1,Private,4,Married-civ-spouse,Other-service,White,Female,Mexico,<=50K
14693,1,Private,10,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
14694,3,Self-emp-not-inc,10,Divorced,Other-service,White,Female,United-States,<=50K
14695,3,Private,10,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
14696,1,Private,6,Married-civ-spouse,Handlers-cleaners,White,Male,United-States,<=50K
14697,0,Private,10,Never-married,Exec-managerial,White,Male,United-States,<=50K
14698,2,Private,14,Divorced,Sales,White,Male,Iran,<=50K
14699,2,Private,9,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
14700,1,Private,13,Never-married,Exec-managerial,White,Male,United-States,<=50K
14701,3,Private,9,Married-civ-spouse,Tech-support,White,Male,United-States,>50K
14702,2,Private,9,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
14703,2,Private,10,Divorced,Adm-clerical,Other,Female,United-States,<=50K
14704,2,State-gov,9,Married-civ-spouse,Adm-clerical,Asian-Pac-Islander,Female,United-States,<=50K
14705,3,Private,6,Separated,Sales,White,Female,Italy,<=50K
14706,4,Private,9,Never-married,Craft-repair,White,Male,United-States,<=50K
14707,2,Private,16,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K
14708,1,Private,9,Never-married,Exec-managerial,Black,Female,Jamaica,<=50K
14709,1,Private,9,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
14710,0,Self-emp-not-inc,9,Divorced,Other-service,White,Female,United-States,<=50K
14711,4,Local-gov,11,Widowed,Adm-clerical,White,Female,United-States,<=50K
14712,3,Private,13,Never-married,Prof-specialty,White,Male,United-States,<=50K
14713,4,Local-gov,14,Divorced,Adm-clerical,White,Female,United-States,<=50K
14714,1,Private,13,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
14715,1,Private,11,Never-married,Exec-managerial,White,Male,United-States,>50K
14716,0,Private,10,Married-civ-spouse,Tech-support,White,Male,United-States,<=50K
14719,2,State-gov,15,Divorced,Prof-specialty,White,Female,United-States,<=50K
14720,0,Private,7,Never-married,Other-service,Amer-Indian-Eskimo,Female,United-States,<=50K
14721,4,Private,3,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
14722,1,Private,8,Divorced,Transport-moving,White,Male,United-States,<=50K
14723,1,Private,4,Never-married,Adm-clerical,White,Male,Portugal,<=50K
14724,1,Private,5,Married-civ-spouse,Handlers-cleaners,Black,Male,United-States,<=50K
14726,1,Private,13,Never-married,Exec-managerial,White,Male,United-States,>50K
14727,4,Private,9,Divorced,Handlers-cleaners,Black,Female,United-States,<=50K
14728,2,State-gov,15,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
14729,2,State-gov,10,Never-married,Adm-clerical,Black,Female,United-States,<=50K
14730,2,Private,9,Never-married,Exec-managerial,White,Male,United-States,<=50K
14731,2,Local-gov,10,Married-spouse-absent,Adm-clerical,Black,Female,United-States,<=50K
14732,3,Private,10,Married-civ-spouse,Craft-repair,Amer-Indian-Eskimo,Male,United-States,<=50K
14733,2,Federal-gov,10,Married-civ-spouse,Transport-moving,White,Male,United-States,>50K
14734,1,Private,9,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
14735,1,Self-emp-not-inc,15,Never-married,Prof-specialty,White,Male,United-States,<=50K
14736,3,Private,10,Divorced,Prof-specialty,White,Male,United-States,>50K
14737,3,Local-gov,9,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
14738,1,Private,13,Never-married,Prof-specialty,White,Female,United-States,>50K
14739,3,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,White,Female,United-States,>50K
14740,0,Private,10,Never-married,Adm-clerical,Asian-Pac-Islander,Female,United-States,<=50K
14741,1,Private,9,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
14743,0,Private,9,Never-married,Adm-clerical,White,Male,United-States,<=50K
14744,3,Private,14,Divorced,Exec-managerial,White,Female,United-States,<=50K
14745,1,Private,9,Married-civ-spouse,Exec-managerial,White,Male,United-States,<=50K
14747,3,Private,9,Divorced,Craft-repair,White,Male,United-States,<=50K
14748,1,Private,10,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
14749,0,Private,13,Never-married,Sales,White,Male,United-States,<=50K
14750,2,Private,16,Married-civ-spouse,Exec-managerial,White,Female,United-States,>50K
14751,0,Private,11,Never-married,Sales,White,Male,United-States,<=50K
14752,1,Private,11,Never-married,Adm-clerical,Asian-Pac-Islander,Female,United-States,<=50K
14753,4,Private,9,Divorced,Adm-clerical,White,Female,United-States,<=50K
14754,2,Private,9,Never-married,Adm-clerical,White,Female,United-States,<=50K
14755,0,Private,10,Never-married,Adm-clerical,White,Female,United-States,<=50K
14756,4,Private,9,Widowed,Exec-managerial,White,Female,United-States,<=50K
14757,3,Federal-gov,13,Married-civ-spouse,Protective-serv,White,Male,United-States,>50K
14758,1,Private,10,Never-married,Craft-repair,Black,Male,United-States,<=50K
14759,2,Private,11,Separated,Prof-specialty,White,Female,United-States,<=50K
14760,2,Private,13,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
14761,2,Private,13,Married-civ-spouse,Adm-clerical,White,Male,United-States,>50K
14762,1,Private,9,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,United-States,<=50K
14763,3,Local-gov,9,Married-civ-spouse,Protective-serv,White,Male,United-States,<=50K
14764,2,Local-gov,11,Divorced,Exec-managerial,White,Female,United-States,<=50K
14765,2,Private,7,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
14766,1,Private,13,Never-married,Prof-specialty,White,Male,United-States,<=50K
14767,2,Private,9,Divorced,Other-service,White,Female,United-States,<=50K
14768,1,Local-gov,11,Married-spouse-absent,Craft-repair,White,Male,United-States,<=50K
14769,0,Private,7,Never-married,Craft-repair,White,Male,United-States,<=50K
14770,3,Local-gov,10,Divorced,Adm-clerical,White,Female,United-States,<=50K
14771,0,Private,9,Never-married,Adm-clerical,White,Male,United-States,<=50K
14773,2,Private,9,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
14774,3,Private,14,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
14775,2,State-gov,9,Married-civ-spouse,Transport-moving,Amer-Indian-Eskimo,Male,United-States,<=50K
14776,1,Private,7,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
14777,1,Private,10,Married-civ-spouse,Machine-op-inspct,White,Male,United-States,<=50K
14778,2,Private,9,Never-married,Machine-op-inspct,Black,Male,United-States,<=50K
14779,2,State-gov,14,Married-civ-spouse,Prof-specialty,Other,Female,United-States,>50K
14780,1,Private,9,Married-civ-spouse,Prof-specialty,White,Male,United-States,<=50K
14781,3,Private,14,Married-civ-spouse,Exec-managerial,White,Female,United-States,>50K
14782,4,Private,9,Divorced,Sales,White,Female,United-States,<=50K
14783,2,Self-emp-not-inc,11,Separated,Exec-managerial,White,Male,United-States,<=50K
14784,1,Private,13,Never-married,Sales,White,Female,United-States,<=50K
14785,0,Private,7,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
14786,1,Private,3,Married-civ-spouse,Craft-repair,White,Male,Mexico,<=50K
14787,2,Private,11,Married-civ-spouse,Adm-clerical,Black,Female,United-States,>50K
14788,1,Local-gov,13,Never-married,Sales,White,Female,United-States,<=50K
14789,0,Private,12,Never-married,Adm-clerical,White,Female,United-States,<=50K
14790,1,Private,6,Never-married,Craft-repair,White,Male,United-States,<=50K
14791,4,Private,9,Married-civ-spouse,Sales,White,Male,United-States,>50K
14792,1,Private,9,Never-married,Other-service,White,Female,United-States,<=50K
14793,2,Private,13,Married-civ-spouse,Exec-managerial,Black,Male,United-States,>50K
14794,2,Federal-gov,13,Divorced,Tech-support,Black,Female,United-States,<=50K
14795,4,Private,9,Married-civ-spouse,Craft-repair,White,Male,United-States,>50K
14796,2,Private,13,Married-civ-spouse,Transport-moving,White,Male,United-States,>50K
14797,2,Private,9,Married-civ-spouse,Adm-clerical,White,Male,United-States,<=50K
14798,0,Private,9,Never-married,Craft-repair,White,Male,United-States,<=50K
14799,1,Private,9,Married-civ-spouse,Adm-clerical,White,Male,United-States,<=50K
14800,3,Private,12,Married-civ-spouse,Tech-support,Black,Male,United-States,<=50K
14801,4,Private,9,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
14802,3,Private,11,Married-civ-spouse,Sales,White,Male,United-States,>50K
14803,4,Self-emp-not-inc,14,Widowed,Other-service,White,Female,United-States,<=50K
14804,1,Private,11,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
14805,0,Private,10,Never-married,Sales,White,Female,United-States,<=50K
14806,3,Private,9,Divorced,Machine-op-inspct,White,Male,United-States,<=50K
14807,1,Private,9,Divorced,Protective-serv,White,Male,United-States,<=50K
14808,3,Private,13,Never-married,Prof-specialty,White,Female,Mexico,<=50K
14809,3,Private,9,Widowed,Other-service,White,Female,Italy,<=50K
14810,2,Local-gov,11,Never-married,Exec-managerial,Amer-Indian-Eskimo,Female,United-States,<=50K
14811,3,Private,10,Married-civ-spouse,Prof-specialty,White,Male,United-States,<=50K
14812,3,Self-emp-not-inc,6,Married-civ-spouse,Craft-repair,White,Male,United-States,<=50K
14813,0,Private,9,Never-married,Other-service,White,Female,United-States,<=50K
14814,3,Self-emp-not-inc,6,Married-civ-spouse,Sales,White,Male,United-States,>50K
14815,2,Self-emp-not-inc,15,Married-civ-spouse,Sales,White,Male,United-States,>50K
14816,2,Private,13,Separated,Prof-specialty,Asian-Pac-Islander,Female,Philippines,>50K
14817,0,Private,10,Never-married,Adm-clerical,White,Female,United-States,<=50K
14818,2,Private,13,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
14819,1,Private,9,Divorced,Craft-repair,White,Male,United-States,<=50K
14820,1,Private,10,Married-civ-spouse,Other-service,White,Male,United-States,<=50K
14821,3,Private,14,Divorced,Prof-specialty,White,Female,United-States,>50K
14822,1,Private,14,Married-civ-spouse,Exec-managerial,White,Male,United-States,>50K
14823,3,Private,7,Widowed,Machine-op-inspct,White,Female,United-States,<=50K
14824,2,Private,10,Divorced,Adm-clerical,Black,Female,United-States,<=50K
14825,1,Private,11,Never-married,Tech-support,White,Male,United-States,<=50K
14826,4,Private,10,Married-civ-spouse,Transport-moving,Black,Male,United-States,<=50K
14827,1,Private,13,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
14828,0,Private,9,Married-civ-spouse,Sales,White,Male,United-States,<=50K
14829,3,Private,11,Divorced,Sales,White,Female,United-States,<=50K
14830,4,Self-emp-inc,9,Married-civ-spouse,Adm-clerical,White,Female,United-States,>50K
14831,3,Self-emp-inc,14,Married-civ-spouse,Other-service,White,Male,United-States,<=50K
14832,4,Local-gov,7,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
14833,1,Private,9,Never-married,Handlers-cleaners,White,Male,United-States,<=50K
14834,2,Private,9,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
14835,2,Private,15,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K
14836,4,Self-emp-not-inc,10,Married-civ-spouse,Sales,White,Male,United-States,>50K
14837,0,Private,10,Never-married,Tech-support,White,Female,United-States,<=50K
14838,1,Self-emp-inc,9,Married-civ-spouse,Farming-fishing,White,Male,United-States,>50K
14839,2,Federal-gov,14,Married-civ-spouse,Protective-serv,White,Male,United-States,>50K
14840,0,Private,9,Never-married,Craft-repair,Black,Male,United-States,<=50K
14841,1,Private,10,Separated,Transport-moving,White,Male,United-States,<=50K
14842,3,Private,13,Married-civ-spouse,Tech-support,White,Male,United-States,<=50K
14843,0,Private,10,Never-married,Other-service,White,Female,United-States,<=50K
14844,3,State-gov,10,Married-civ-spouse,Adm-clerical,White,Female,United-States,<=50K
14845,0,Private,10,Never-married,Sales,White,Female,United-States,<=50K
14846,3,Private,13,Married-civ-spouse,Exec-managerial,White,Male,Greece,<=50K
14847,3,Private,14,Never-married,Prof-specialty,White,Male,United-States,>50K
14848,1,Private,9,Married-civ-spouse,Transport-moving,White,Male,United-States,<=50K
14849,4,Private,10,Widowed,Priv-house-serv,White,Female,United-States,<=50K
14850,0,Self-emp-not-inc,9,Never-married,Other-service,White,Male,United-States,<=50K
14851,0,Self-emp-inc,5,Never-married,Sales,White,Female,United-States,<=50K
14852,1,Private,10,Never-married,Adm-clerical,White,Female,United-States,<=50K
